Station_Name,Code,Latitude,Longitude
DANTAN,DNT,21.930628,87.284011
DAUSA,DO,26.900484,76.33099
DEORI,DOE,23.297216,80.008951
DHOLKA,DOK,22.732419,72.434486
DURGAPURA,DPA,26.856112,75.78681
DADHAPARA,DPH,22.028104,82.123384
DHAMPUR,DPR,29.305922,78.501986
DHUPGURI,DQG,26.573948,88.994997
DARAGANJ,DRGJ,25.44319,81.880556
DARYAOGONJ,DRO,27.598141,79.082785
DASNA,DS,28.693602,77.545189
DUSKHEDA,DSK,21.073481,75.838961
DAUSNI,DSNI,29.78456,77.97939
DITOKCHERRA,DTC,25.091725,92.80206
DHUTRA,DTV,21.897037,84.091235
DUDHANI,DUD,17.362824,76.379018
DUMRAON,DURE,25.571619,84.143685
DELVADA,DVA,20.773577,71.04179
DEVALIYA,DVY,23.0278,71.012406
DINGWAHI,DWI,25.41802,80.41277
DWARAPUDI,DWP,16.92719,81.922613
DIGOD,DXD,25.195736,76.026361
DUDDHINAGAR,DXN,24.208842,83.216494
DUDHIA KHURD,DYK,28.449202,80.213311
DURGACHAK TOWN,DZKT,22.069596,88.145719
ERNAKULAM JUNCTION,ERS,9.970097,76.291054
EDDULADODDI,EDD,15.329624,77.590994
EZHUKONE,EKN,8.979496,76.715297
EKMA,EM,25.967102,84.536231
ERICH ROAD,ERC,25.820696,79.035503
ETMADPUR,ETUE,27.221748,78.198203
ERNAKULAM TOWN,ERN,9.970351,76.291205
ELAMANUR,EL,10.879837,78.573825
ERANIEL,ERL,8.213041,77.308577
EDAVAI,EVA,8.76332,76.697699
ERRUPALEM,YP,16.824963,80.471779
ERODE,ED,11.328064,77.726565
EKCHARI,EKC,25.228101,87.214582
EZHIMALA,ELM,12.068374,75.231917
ELLENABAD,ENB,29.443751,74.657893
ETAH,ETAH,27.572285,78.6544
ELURU,EE,16.717821,81.119758
ETAWAH,ETW,26.78648,79.022286
EKAMBARAKUPPAM,EKM,13.318547,79.573247
ELPHINSTON ROAD,EPR,19.007431,72.8359
ETTUMANUR,ETM,9.676547,76.545382
ELLAMANCHILI,YLM,17.553332,82.8529
FAIZABAD,FD,26.768832,82.135674
FATEHPUR,FTP,25.917223,80.801255
FEROZEPUR CITY,FZP,30.962044,74.60098
FARRUKHABAD,FBD,27.381914,79.571344
FEROK,FK,11.175792,75.830179
FARHEDI,FRD,28.719468,78.795106
FAIZULLAPUR,FYZ,25.86769,80.897997
FARIDABAD,FDB,28.411219,77.307737
FATUHA,FUT,25.502029,85.306025
FEROZEPUR CANTONMENT,FZR,30.942133,74.618257
FARIDKOT,FDK,30.683374,74.762067
FAKHRABAD,FKB,18.824427,77.974593
FALAKATA,FLK,26.539318,89.192491
FATEHSINGHPURA,FSP,26.818709,77.140667
FAZALPUR,FZL,29.58346,78.222236
FARRUKHABAD,FBD,27.381914,79.571344
FAZILKA,FKA,30.40889,74.025154
FORBESGANJ,FBG,26.299292,87.262059
FALNA,FA,25.235554,73.23467
FATEHGARH,FGR,27.370067,79.620905
FURSATGANJ,FTG,26.244854,81.416024
FEROZESHAH,PHS,30.88621,74.79211
FIROZABAD,FZD,27.147529,78.386887
FURKATING,FKG,26.465502,94.002692
FATEHNAGAR,FAN,24.818161,74.095758
FATEHGARHSAHIB,FGSB,30.651232,76.388596
FAKIRAGRAM JUNCTION,FKM,26.364851,90.186217
FATEHPURSKHWTI,FPS,28.000362,74.970467
FATEHPURSIKRI,FTS,27.09386,77.670625
FATEHABAD CHOWK,FTD,23.010947,75.673171
GADAG,GDG,15.436751,75.641822
GANGAPUR CITY,GGC,26.468383,76.72735
GHAZIABAD,GZB,28.652991,77.428375
GOMOH,GMO,23.87332,86.148108
GORAKHPUR,GKP,26.759559,83.382255
GULBARGA,GR,17.314793,76.824333
GURUVAYUR,GUV,10.597097,76.045634
GANJBASODA,BAQ,23.845302,77.944752
GEVRA ROAD,GAD,22.349421,82.6461
GANESHGANJ,GAJ,23.895736,79.074213
GANJAM,GAM,19.395566,85.04613
GURPA,GAP,24.562308,85.296603
GAURIBAZAR,GB,26.594686,83.667923
GIDDARBAHA,GDB,30.201279,74.663267
GUDGERI,GDI,15.124698,75.359494
GUNDLA POCHAMPALLY,GDPL,17.568839,78.487912
GHORADONGRI,GDYA,22.126633,78.002231
GULEDAGUDDA ROAD,GED,16.069527,75.695713
GHOGA,GGA,25.210552,87.161492
GOSHAINGANJ,GGJ,26.571218,82.38393
GHUGUS,GGS,19.950851,79.104715
GHAGWAL,GHGL,32.50484,75.213667
GOHANA,GHNA,29.14117,76.689836
GHUM,GHUM,27.008352,88.253859
GANDHIDHAMBG,GIMB,23.068785,70.148004
GIDAM,GIZ,18.935546,81.41046
GADHAKDA,GKD,21.238082,71.381927
GHAL KALAN,GKX,30.822727,75.109227
GULABHGANJ,GLG,23.684317,77.912297
GULLIPADU,GLU,17.40981,82.63388
GUMIA,GMIA,23.802834,85.828783
GOVINDGARHMALK,GND,27.240942,75.645266
GANGAKHER,GNH,18.97303,76.755915
GHANPUR,GNP,17.850247,79.376262
GANGIWARA,GNW,22.095382,78.848312
GOGAMUKH,GOM,27.441659,94.320091
GOPALGANJ,GOPG,26.454091,84.435326
GOVINDPURI,GOY,26.453842,80.313093
GHATPRABHA,GPB,16.240953,74.760212
GAJAPATINAGARAM,GPI,18.2936,83.334065
GHARAUNDA,GRA,29.541064,76.965342
GURIYA,GRI,25.997285,73.953193
GURRA,GRO,22.631886,77.867004
GHASO,GSO,29.531272,76.143125
GHUTAI,GTI,25.289715,79.439088
GOMTA,GTT,21.873825,70.729913
GULARBHOJ,GUB,29.110926,79.301534
GUNERUBAMORI,GVB,24.461926,78.062956
GUDLAVALLERU,GVL,16.34871,81.046527
GAZULAPALLI,GZL,15.430505,78.599816
GAJRAULA,GJL,28.8349,78.250281
GARWA ROAD,GHD,24.214248,83.885912
GOALPARA TOWN,GLPT,26.127295,90.621067
GONDA,GD,27.154801,81.97841
GOSSAINGAON HAT,GOGH,26.429921,89.972348
GUNA,GUNA,24.64101,77.314306
GUWAHATI,GHY,26.188099,91.752205
GAIPURA,GAE,25.16059,82.386467
GAJARABAHARA,GAJB,24.053988,82.312303
GOGAMERI,GAMI,29.160444,75.035094
GADARWARA,GAR,22.900075,78.792096
GARHBETA,GBA,22.84448,87.321178
GULABPURA,GBP,25.907988,74.657096
GADRA ROAD,GDD,25.741322,70.6361
GONDAL,GDL,21.9724,70.795401
GUDAPARTI,GDPT,17.028227,82.130857
GUNDARDEHI,GDZ,20.949517,81.302408
GIRGADHARA,GEG,20.907148,70.920027
GANGADHARA,GGAR,21.140429,73.046719
GORAGHUMA,GGM,23.036731,72.445428
GHUNGHUTI,GGT,23.343418,81.186022
GARHIHARSARU,GHH,28.437997,76.9303
GHANTIKHALNDPR,GHNH,20.510922,85.73631
GARHARA,GHX,25.44093,86.005329
GINIGERA,GIN,15.347969,76.24771
GANGAJHARI,GJ,21.443103,80.058807
GANGSARJAITU,GJUT,30.446195,74.879243
GUSKARA,GKH,23.490663,87.733659
GORAKHPUR CITY,GKY,26.759674,83.38227
GOLAGHAT,GLGT,26.509232,93.961641
GOLLAPALLY,GLY,16.819207,78.157679
GUMADA,GMDA,18.88901,83.457617
GUMMAN,GMM,30.842552,76.97171
GURMURA,GMX,24.355073,83.048129
GAURIGANJ,GNG,26.203271,81.687284
GUNJI,GNJ,15.543792,74.480174
GADIGANURU,GNR,15.218746,76.598972
GOKARNA ROAD,GOK,14.5835,74.367642
GOTEGAON,GON,23.034559,79.484836
GOTAN,GOTN,26.652311,73.737334
GOLSAR,GOZ,28.153741,74.546771
GUMMIDIPUNDI,GPD,13.409742,80.123481
GORAPUR,GPJ,18.346583,82.793949
GAUTAMPURA ROAD,GPX,23.026857,75.528595
GARHDHRUBESWAR,GRB,23.509298,86.617141
GUWARIGHAT,GRG,23.110385,79.92798
GORAUL,GRL,25.931302,85.31864
GURLIRAMGARHWA,GRRG,27.184372,83.769801
GORAYA,GRY,31.129503,75.774053
GURDASPUR,GSP,32.044205,75.420924
GOLANTHRA,GTA,19.21837,84.740453
GETORJAGATPURA,GTJT,26.836727,75.832225
GHATNANDUR,GTU,18.72308,76.563456
GALUDIH,GUD,22.647839,86.411694
GUMA,GUMA,22.808664,88.601042
GHOLVAD,GVD,20.086627,72.738329
GOVINDIMARWAR,GVMR,27.031166,75.092987
GANJDUNDWARA,GWA,27.726235,78.938863
GOWDAVALLI,GWV,17.610729,78.468171
GOURMALDA,GZM,24.948009,88.110949
GANDHIDHAM,GIM,23.068655,70.148139
GAYA,GAYA,24.80281,84.999305
GODHRA,GDA,22.776768,73.606148
GONDIA,G,21.461848,80.192046
GUDIVADA,GDV,16.430518,80.987991
GUNTAKAL,GTL,15.175515,77.366712
GWALIOR,GWL,26.216016,78.181918
GUDHA,GA,28.313952,76.255569
GUNADALA,GALA,16.538155,80.673331
GANGAGANJ,GANG,26.292102,81.202212
GUBBI,GBB,13.321452,76.939251
GACHHIPURA,GCH,26.953423,74.454439
GARLADINNE,GDE,14.827494,77.592575
GUDMA,GDM,21.415701,80.287348
GUDIVADA JUNCTION,GDVX,16.430461,80.987981
GERATPUR,GER,22.917115,72.655492
GARHMUKTESARBR,GGB,28.780696,78.076513
GURGAON,GGN,28.489394,77.010933
GHUGHULI,GH,27.05379,83.713926
GURSAHAIGANJ,GHJ,27.118691,79.732498
GARHWA,GHQ,24.175602,83.813586
GIDDALUR,GID,15.379595,78.926178
GORIYAN,GIO,27.547674,75.265413
GUJHANDI,GJD,24.498347,85.463335
GHATAKAVARANA,GKB,25.506435,76.160354
GOKAK ROAD,GKK,16.205325,74.739011
GULAOTHI,GLH,28.582496,77.801528
GOREGAON,GM,19.164782,72.849671
GIRIMAIDAN,GMDN,22.341207,87.306319
GAHMAR,GMR,25.488832,83.804293
GONEANA,GNA,30.318602,74.909677
GANGADHARPUR,GNGD,19.815604,85.292996
GANGANI,GNNA,25.25405,86.609969
GHONSOR,GNS,22.65727,79.952407
GIDARPINDI,GOD,31.15308,75.125075
GOILKERA,GOL,22.505505,85.379734
GOPJAM,GOP,22.038857,69.896258
GOVINDPURI,GOY,26.453842,80.313093
GAURIPHANTA,GPF,28.681126,80.554394
GOHPUR,GPZ,26.895483,93.61967
GARUDUBILLI,GRBL,18.202722,83.354655
GHORASAHAN,GRH,26.820643,85.127252
GARHMAU,GRM,25.501671,78.661776
GURARU,GRRU,24.810927,84.791662
GHOSUNDA,GSD,24.871486,74.535211
GOSALPUR,GSPR,23.381488,80.058995
GOTHAJ,GTE,22.760341,72.801705
GHUTKU,GTK,22.167463,82.085603
GOMTINAGAR,GTNR,26.860582,81.002974
GATORA,GTW,22.053301,82.227548
GULDHAR,GUH,28.703852,77.455527
GANAGAPUR ROAD,GUR,17.34072,76.589917
GOVINDGARH,GVG,30.669551,76.297393
GODAVARI,GVN,17.007135,81.771124
GADWAL,GWD,16.22526,77.809743
GUDIYATTAM,GYM,12.937583,78.91657
GANDHINAGAR,GADJ,23.234061,72.629332
GHATSILA,GTS,22.586049,86.478847
GOLA GOKARANNATH,GK,28.084537,80.475575
GOOTY,GY,15.149657,77.626062
GUDUR,GDR,14.148379,79.845381
GUNTUR,GNT,16.300529,80.442709
GYANPUR ROAD,GYN,25.27981,82.427099
GALAN,GAA,20.609624,75.277378
GALGALIA,GAGA,26.527463,88.113436
GANKAR,GALE,24.404248,88.072395
GHANAULI,GANL,31.025864,76.591969
GAINJAHWA,GAW,27.454955,82.245723
GAURIBIDANUR,GBD,13.611871,77.512761
GHAZIPUR CITY,GCT,25.583634,83.568803
GODHA,GDHA,22.776755,73.606145
GHOKSADANGA,GDX,26.422427,89.27752
GHATERA,GEA,23.829889,79.673886
GANDHIGRAM,GG,23.026766,72.568642
GULLAGUDA,GGD,17.416842,78.032798
GHAGGHAR,GHG,30.610413,76.848034
GADADHARPUR,GHLE,24.013157,87.691878
GIDHAUR,GHR,24.856495,86.324448
GIDNI,GII,22.488069,86.853428
GAINSARI JUNCTION,GIR,27.527052,82.54448
GAJJELAKONDA,GJJ,15.777934,79.401964
GORAKHPUR CANT.,GKC,26.751115,83.417477
GUNDALUKAMMA,GKM,15.984761,79.645216
GARLA,GLA,17.486208,80.139252
GOLLAPROLU,GLP,17.151463,82.29073
GUMANI,GMAN,24.798822,87.805218
GAMHARIA,GMH,22.796454,86.102487
GARHMUKTESAR,GMS,28.781018,78.075797
GANDHINAGARCAP,GNC,23.234031,72.629343
GANGATOLIA,GNGT,22.38557,79.964262
GOREGAON ROAD,GNO,18.16305,73.302798
GANAUR,GNU,29.130876,77.01093
GAROT,GOH,24.278602,75.684165
GOLE,GOLE,25.891895,71.999689
GHOSIPURA,GOPA,26.212813,78.152291
GOVINDNAGAR,GOVR,26.853278,82.721696
GUPTIPARA,GPAE,23.19743,88.417287
GARPOS,GPH,22.134211,84.419648
GHORPURI,GPR,18.528173,73.893871
GURLA,GQL,25.270885,75.885893
GIRIDIH,GRD,24.181964,86.314137
GARHIMANIKPUR,GRMR,25.776557,81.414377
GHORAWADI,GRWD,18.720332,73.696747
GURSARSHNEWALA,GSW,30.138869,74.886261
GUMTHAL,GTF,28.529073,78.763488
GERITAKOLVADA,GTKD,23.57655,72.668992
GRANT ROAD,GTR,18.963749,72.816111
GOTHANGAM,GTX,21.290866,72.879092
GULER,GULR,32.00435,76.151333
GURHI,GUX,21.630144,76.581058
GARIVIDI,GVI,18.273302,83.531166
GORESUAR,GVR,26.527847,91.722272
GANNAVARAM,GWM,16.556363,80.796168
GULZARBAGH,GZH,25.597817,85.204728
GUDUPULLI,GDP,12.80368,78.274924
HABIBGANJ,HBJ,23.222358,77.439728
HAMILTONGANJ,HOJ,26.688877,89.421081
HARDA,HD,22.338138,77.10045
HASIMARA,HSA,26.72682,89.347664
HIMMAT NAGAR,HMT,23.591176,72.959881
HOSHANGABAD,HBD,22.753269,77.716135
HOWRAH,HWH,22.584613,88.339366
HARIPPAD,HAD,9.280271,76.462542
HATHURAN,HAT,21.501391,72.969836
HARISCHANDRPUR,HCR,25.404748,87.867728
HODAL,HDL,27.886008,77.388176
HARDUA,HDU,23.915156,80.283783
HAFLONGHILL,HFG,25.152331,93.022098
HAGARI,HGI,15.151527,77.052171
HOOGHLY,HGY,22.905175,88.376114
HOLEALUR,HLAR,15.820002,75.646741
HOLALKERE,HLK,14.038362,76.131787
HADMATIYA JUNCTION,HM,22.428226,70.470931
HANUMANGARH TOWN,HMO,29.574521,74.331046
HARMUTI,HMY,27.12126,93.868688
HANAKERE,HNK,12.565774,76.981141
HASANPUR ROAD,HPO,25.715496,86.185938
HIRDAGARH,HRG,22.142524,78.517118
HARAUNI,HRN,26.706139,80.747761
HUSAINPUR,HSQ,31.311839,75.329667
HATHIGADH,HTGR,21.618724,71.444036
HATRA ROAD,HTT,21.706071,80.207774
HAMSAVARAM,HVM,17.309999,82.484974
HAIAGHAT,HYT,26.020884,85.878827
HAJIPUR,HJP,25.7032,85.215536
HANUMANGARH,HMH,29.615793,74.298989
HARIDWAR,HW,29.948688,78.155529
HATIA,HTE,23.311282,85.3072
HINDUPUR,HUP,13.819244,77.500169
HOSPET,HPT,15.287249,76.387324
HUBLI,UBL,15.351238,75.148906
HINDAUN CITY,HAN,26.7559,77.031237
HIRNODA,HDA,26.885703,75.328154
HAIDARNAGAR,HDN,24.498318,83.950725
HALDWANI,HDW,29.215276,79.534124
HAFIZPETA,HFZ,17.482756,78.36305
HARDUAGANJ,HGJ,27.98974,78.128625
HARINAGAR,HIR,27.156329,84.324356
HARANGAJAO,HJO,25.118224,92.856227
HARKIAKHAL,HKL,24.363224,74.918879
HALDI ROAD,HLDD,29.039062,79.459255
HAMIRGARH,HMG,25.187583,74.617245
HEMPUR,HMP,27.616281,80.568101
HATHBANDH,HN,21.632059,81.846102
HANSI,HNS,29.088071,75.94741
HIRAPUR,HPR,20.424519,74.937093
HARTHALA,HRH,28.872468,78.7365
HIRANAGAR,HRNR,32.486959,75.268786
HARNAUT,HRT,25.37189,85.540878
HARSAULI,HSI,27.864707,76.615366
HOSHIARPUR,HSX,31.524721,75.905954
HATHRAS ROAD,HTJ,27.622973,78.137294
HATHIDAH JUNCTION,HTZ,25.363747,85.989107
HAVERI,HVR,14.795339,75.411075
HAZARIBAGH ROAD,HZD,24.174476,85.891535
HALDIA,HLZ,22.044752,88.065558
HAPA,HAPA,22.468123,70.116537
HARIHAR,HRR,14.515057,75.812088
HAZRAT NIZAMUDDIN,NZM,28.589077,77.253439
HINGOLI,HNL,19.726794,77.147525
HOSUR,HSRA,12.71851,77.822948
HYDERABAD,HYB,17.394135,78.467651
HAMIRPUR ROAD,HAR,26.016227,80.190453
HABIBWALA,HBW,29.348799,78.478919
HADDINAGUNDU,HDD,15.152793,76.978862
HADAPSAR,HDP,18.526873,73.927827
HIMAYATNAGAR,HEM,19.417062,77.869436
HOTGI,HG,17.565302,75.989685
HEMAGIRI,HGR,21.876217,83.742846
HOJAI,HJI,26.002039,92.851852
HELAK,HK,27.234191,77.374678
HAKIMPUR,HKP,28.879557,78.659105
HALDAUR,HLDR,29.290434,78.275297
HOLENARSIPUR,HLN,12.786922,76.246739
HINDUMALKOTE,HMK,30.136415,73.916801
HAMARPUR,HMPR,18.820083,73.086759
HONNAVAR,HNA,14.315944,74.432657
HOL,HOL,21.197961,74.786145
HARRI,HRB,22.827745,81.882436
HARDOI,HRI,27.399251,80.147929
HARPALGANJ,HRPG,25.947204,82.405
HARRAD,HRV,23.160869,81.904006
HATHRAS CITY,HTC,27.5999,78.055077
HATKALANGDA,HTK,16.747725,74.421113
HOLAMBIKALAN,HUK,28.801642,77.102377
HOOGHLY GHAT,HYG,22.904928,88.396419
HAFIZPUR,HZR,28.672203,77.786274
HALDIBARI,HDB,26.33598,88.782823
HAPUR,HPU,28.740076,77.780936
HARPALPUR,HPP,25.290486,79.335815
HILSA,HIL,25.317315,85.277031
HISAR,HSR,29.152304,75.724409
HOWBADH,HBG,23.155515,79.931019
HARWADA,HAA,14.740391,74.259263
HASSAN,HAS,13.003183,76.117315
HARCHANDPUR,HCP,26.343259,81.160785
HANDIAKHAS,HDK,25.357399,82.189294
HARIDASPUR,HDS,20.725682,86.115879
HER,HER,18.426723,76.971383
HAIDERGARH,HGH,26.621176,81.362796
HINGANGHAT,HGT,20.542517,78.833744
HEJJALA,HJL,12.848501,77.418358
HIRAKUD,HKG,21.480104,83.905436
HILLIGROVE,HLG,11.342092,76.835509
HALISAHAR,HLR,22.920794,88.43676
HELEM,HML,26.873076,93.455055
HAMIRA,HMR,26.992435,71.078082
HENDEGIR,HNDR,23.697588,85.176752
HARIPUR,HP,33.984459,72.928512
HADMADIYA,HRM,20.934877,70.840889
HATHRAS JUNCTION,HRS,27.624936,78.137018
HARRAWALA,HRW,30.260585,78.09734
HISVAHAL,HSL,20.281168,74.559783
HATUNDI,HTD,26.365675,74.649259
HATIKHALI,HTL,25.640247,93.101977
HALVAD,HVD,23.018415,71.182817
HADYAL,HYL,28.532521,75.268648
INDARA,IAA,25.987617,83.619686
INDRABIL,IBL,23.445323,86.78168
IDGAH AGRA JUNCTION,IDH,27.172761,77.99758
INDI ROAD,IDR,17.211426,75.919624
IKLEHRA,IKR,22.207918,78.708951
INDAPUR,INP,18.297919,73.244829
IQBALPUR,IQB,29.874992,77.803217
ISARWARA,ISH,23.926984,78.548672
ITWARI,ITR,21.157679,79.120761
INDORE,INDB,22.719665,75.868464
ISAND,EN,23.025494,72.601429
ICHAULI,ICL,25.521608,80.17916
IDALHOND,IDJ,15.706423,74.519098
INCHHAPURI,IHP,28.319947,76.719393
IDAPPALLI,IPL,10.034697,76.298436
IQBALGADH,IQG,24.346774,72.534012
ISMAILAHARYANA,ISM,28.800081,76.740078
IZZATNAGAR,IZN,28.387757,79.420999
ISLAMPUR,IPR,25.13752,85.216982
IDAR,IDAR,23.836128,73.01166
INDALVAI,IDL,18.549367,78.244942
IRINJALAKUDA,IJK,10.340006,76.281487
INDORE JUNCTION MG,INDM,22.717473,75.868212
ICHCHPURAM,IPM,19.110793,84.680428
IRAVIPURAM,IRP,8.867549,76.62344
ITOLA,ITA,22.149701,73.156625
IGATPURI,IGP,19.694572,73.562162
ITARSI,ET,22.608504,77.767021
IB,IB,21.816196,83.948893
INDARGARH,IDG,25.727699,76.232878
INDUPALLI,IDP,16.479575,80.877863
IKKAR,IKK,29.891906,78.100401
INNANJE,INJ,13.256133,74.761705
IPURUPALEM,IPPM,15.852232,80.385431
ISARDA,ISA,26.170183,76.030578
INTIYATHOK,ITE,27.275186,82.02521
JABALPUR,JBP,23.164795,79.950426
JAKHAL,JHL,29.802332,75.824457
JALGAON,JL,21.018316,75.562987
JAMMU TAWI,JAT,32.706729,74.880706
JAUNPUR JUNCTION,JNU,25.762793,82.699283
JHANSI,JHS,25.443817,78.552629
JODHPUR,JU,26.283228,73.023096
JUNAGARH JUNCTION,JND,21.530406,70.45752
JAIS,JAIS,26.262198,81.51924
JAORA,JAO,23.628031,75.11541
JABRI,JBX,23.293791,76.890455
JAGDALPUR,JDB,19.066661,82.013785
JAGUDAN,JDN,23.515161,72.403516
JARUDANARAA,JDW,29.426974,77.706035
JAITSAR,JES,29.345255,73.662235
JOGIDIH,JGF,24.277394,83.05298
JASWANTNAGAR,JGR,26.873062,78.894001
JEHANABAD,JHD,25.225238,84.990329
JHALAWAR ROAD,JHW,24.541843,75.920075
JIRA ROAD,JIR,21.450532,71.345438
JHUNJHUNUN,JJN,28.107219,75.390274
JUKEHI,JKE,23.986782,80.432258
JAKHAPURA,JKPR,20.916829,86.066029
JAKHALAUN,JLN,24.545952,78.341721
JHILMILI,JLY,22.054082,79.155589
JAMUNIAKALAN,JMKL,24.406825,74.892907
JAMIRGHATA,JMQ,24.91692,88.067816
JAMBARA,JMV,21.942797,78.251751
JANIYANA,JNE,25.827103,72.336374
JUNNORDEO,JNO,22.19121,78.592263
JOYCHANDIPAHAR,JOC,23.516893,86.680915
JORAI,JOQ,26.455076,89.803962
JALPAIGURI ROAD,JPE,26.559331,88.709774
JIYAPURAM,JPM,10.873257,78.606131
JIRON,JRO,24.607849,78.361025
JURIAGAON,JRX,26.440141,92.65271
JATAULASAMPHKA,JSKA,28.37391,76.801674
JAGATBELA,JTB,26.771481,83.279462
JATH ROAD,JTRD,17.216498,75.110852
JAITWAR,JTW,24.740176,80.863525
JAULKA,JUK,20.284821,77.075302
JAMWALA,JVL,20.970897,70.771993
JAWAD ROAD,JWO,24.557789,74.764954
JEYPORE,JYP,18.896207,82.554053
JAIPUR,JP,26.921343,75.78553
JALAMB,JM,20.813088,76.573137
JALNA,J,19.830946,75.892904
JAMNAGAR,JAM,22.494795,70.053263
JAYNAGAR,JYG,26.589583,86.134547
JHARGRAM,JGM,22.454663,86.99824
JOGBANI,JBN,26.402864,87.263532
JAWALI,JAL,25.463386,73.397462
JANDRAPETA,JAQ,15.80939,80.334152
JUNGBAHADURGNJ,JBG,27.768583,80.173194
JETHACHNDAN,JCH,27.000255,71.308129
JAMJODHPUR JUNCTION,JDH,21.90622,70.031208
JENAPUR,JEN,20.851032,86.065686
JEUR,JEUR,18.26045,75.162055
JHAGADIYA JUNCTION,JGI,21.726853,73.149179
JOGIWALA,JGW,31.094837,75.063179
JHINGURA,JHG,25.124208,82.65128
JIGNA,JIA,25.157482,82.317846
JIRAT,JIT,23.097536,88.461392
JHANJHARPUR,JJP,26.229298,86.268589
JAHANIKHERA,JKH,27.744031,80.239652
JAKSI,JKS,23.215417,72.10548
JALESAR ROAD,JLS,27.446096,78.170121
JAMDHA,JMD,20.573452,74.986274
JAWLMUKHI ROAD,JMKR,32.015736,76.226467
JAMSAR,JMS,28.252726,73.405257
JHUND,JN,23.16084,71.922337
JANAKINAGAR,JNKR,25.882161,87.119669
JANAKPUR ROAD,JNR,26.469017,85.701231
JANWAL,JOA,18.559672,76.755184
JOGIMAGRA,JOM,26.69827,73.818848
JALOR,JOR,25.354342,72.634131
JHANTIPAHARI,JPH,23.353564,86.904835
JOGIGHOPA,JPZ,26.239383,90.575169
JERUWAKHERA,JRK,23.973587,78.478768
JHAROKHAS,JRQ,24.179487,83.163879
JASAI,JSA,18.931416,73.025601
JAYASINGPUR,JSP,16.791189,74.551674
JATINGA,JTG,25.132561,93.008126
JUTOGH,JTO,31.101139,77.122475
JORHAT TOWN,JTTN,26.750209,94.216933
JATPIPLI,JTX,23.076336,71.709992
JHULASAN,JUL,23.32673,72.47146
JORAWARNAGAR JUNCTION,JVN,22.712609,71.641297
JWALAPUR,JWP,29.928569,78.121008
JAM SAKHPUR,SKR,21.749049,69.833481
JAISALMER,JSM,26.917048,70.928312
JALANDHAR CANTT,JRC,31.306759,75.632624
JALPAIGURI,JPG,26.518876,88.723691
JANGHAI,JNH,25.549868,82.310731
JETALSAR,JLR,21.729344,70.574116
JHARSUGUDA,JSG,21.862671,84.017906
JOLARPETTAI,JTJ,12.562758,78.577522
JALIYA,JA,21.815566,71.632329
JALSUNANAK,JACN,26.867116,74.246715
JALIYADEVANI,JALD,22.419732,70.395245
JARI,JARI,24.586681,72.060779
JGMBLAKSHNPRM,JBK,15.551875,79.0718
JADCHERLA,JCL,16.752346,78.141677
JHARRADIH,JDI,21.999741,83.053051
JOGINDERNAGAR,JDNX,31.98898,76.789299
JEONATHPUR,JEP,25.231769,83.062361
JAGADISHPUR,JGD,24.903511,85.413511
JAGESHARGANJ,JGJ,26.026481,81.929538
JAKHAURA,JHA,24.870681,78.400323
JHIMRI,JHMR,23.082377,86.030395
JAGI ROAD,JID,26.125436,92.197423
JIAGANJ,JJG,24.244113,88.276911
JEJURI,JJR,18.287241,74.171737
JANKAMPET JUNCTION,JKM,18.702577,78.0538
JARWAL ROAD,JLD,27.120565,81.539701
JHAMAT,JLT,27.205306,83.343738
JAMGA,JMG,21.87501,83.564734
JAMIKUNTA,JMKT,18.289841,79.476888
JAMTARA,JMT,23.959242,86.805751
JULANA,JNA,29.121246,76.395438
JANDIALA,JNL,31.590056,75.054353
JINTI ROAD,JNTR,18.324959,74.877694
JONHA,JON,23.358592,85.60873
JOGESHWARI,JOS,19.136505,72.848874
JHADUPUDI,JPI,19.028037,84.612828
JARAIKELA,JRA,22.309538,85.11397
JANGIPUR ROAD,JRLE,24.459363,88.041137
JORAVASAN,JRS,20.730285,72.966197
JASWANTGARH,JSH,27.667739,74.442793
JASRA,JSR,25.281241,81.776264
JAITHARI,JTI,23.044772,81.796884
JETPUR,JTP,21.764113,70.616359
JAITIPUR,JTU,26.662935,80.688657
JAGADHRI,JUD,30.117823,77.286216
JHUNPA,JUP,28.765896,75.513651
JAWAIBANDH,JWB,25.114265,73.147552
JANGAON,ZN,17.725038,79.154662
JIRADEI,ZRD,26.220347,84.256499
JAJPUR KEONJHAR ROAD,JJKR,20.943355,86.132704
JALANDHAR CITY,JUC,31.331615,75.591347
JAMALPUR,JMP,25.315181,86.493
JASIDIH,JSME,24.514582,86.644255
JHAJHA,JAJ,24.772902,86.386131
JIND,JIND,29.329037,76.28955
JORHAT,JT,26.75041,94.21685
JHALIDA,JAA,23.370034,85.974669
JADAR,JADR,23.746358,72.952429
JARANGDIH,JAN,23.769808,85.929101
JARWA,JAW,27.644195,82.521714
JUNICHAVAND,JCN,21.385598,70.684517
JAGDEVWALA,JDL,28.325944,73.476953
JIWDHARA,JDR,26.577647,84.906568
JALESWAR,JER,21.797255,87.220295
JGNTHTMPLGTE,JGE,11.738439,75.508252
JAGRAON,JGN,30.800691,75.472319
JAKHIM,JHN,24.82922,84.526217
JALILA ROAD,JIL,22.235611,71.855223
JHINJHAK,JJK,26.555007,79.734196
JAKHANIAN,JKN,25.741578,83.370091
JALALGANJ,JLL,25.612501,82.772637
JHALWARA,JLW,23.772699,80.473839
